Date_SK,Date,Day,Month,Month_Name,Quarter,Year,Week,Day_Name,Is_Weekend
394,2016-01-29 0:00:00,29,1,January,1,2016,4,Friday,0
395,2016-01-30 0:00:00,30,1,January,1,2016,4,Saturday,1
396,2016-01-31 0:00:00,31,1,January,1,2016,4,Sunday,1
397,2016-02-01 0:00:00,1,2,February,1,2016,5,Monday,0
398,2016-02-02 0:00:00,2,2,February,1,2016,5,Tuesday,0
399,2016-02-03 0:00:00,3,2,February,1,2016,5,Wednesday,0
400,2016-02-04 0:00:00,4,2,February,1,2016,5,Thursday,0
401,2016-02-05 0:00:00,5,2,February,1,2016,5,Friday,0
402,2016-02-06 0:00:00,6,2,February,1,2016,5,Saturday,1
403,2016-02-07 0:00:00,7,2,February,1,2016,5,Sunday,1
404,2016-02-08 0:00:00,8,2,February,1,2016,6,Monday,0
405,2016-02-09 0:00:00,9,2,February,1,2016,6,Tuesday,0
406,2016-02-10 0:00:00,10,2,February,1,2016,6,Wednesday,0
407,2016-02-11 0:00:00,11,2,February,1,2016,6,Thursday,0
408,2016-02-12 0:00:00,12,2,February,1,2016,6,Friday,0
409,2016-02-13 0:00:00,13,2,February,1,2016,6,Saturday,1
410,2016-02-14 0:00:00,14,2,February,1,2016,6,Sunday,1
411,2016-02-15 0:00:00,15,2,February,1,2016,7,Monday,0
412,2016-02-16 0:00:00,16,2,February,1,2016,7,Tuesday,0
413,2016-02-17 0:00:00,17,2,February,1,2016,7,Wednesday,0
414,2016-02-18 0:00:00,18,2,February,1,2016,7,Thursday,0
415,2016-02-19 0:00:00,19,2,February,1,2016,7,Friday,0
416,2016-02-20 0:00:00,20,2,February,1,2016,7,Saturday,1
417,2016-02-21 0:00:00,21,2,February,1,2016,7,Sunday,1
418,2016-02-22 0:00:00,22,2,February,1,2016,8,Monday,0
419,2016-02-23 0:00:00,23,2,February,1,2016,8,Tuesday,0
420,2016-02-24 0:00:00,24,2,February,1,2016,8,Wednesday,0
421,2016-02-25 0:00:00,25,2,February,1,2016,8,Thursday,0
422,2016-02-26 0:00:00,26,2,February,1,2016,8,Friday,0
423,2016-02-27 0:00:00,27,2,February,1,2016,8,Saturday,1
424,2016-02-28 0:00:00,28,2,February,1,2016,8,Sunday,1
425,2016-02-29 0:00:00,29,2,February,1,2016,9,Monday,0
426,2016-03-01 0:00:00,1,3,March,1,2016,9,Tuesday,0
427,2016-03-02 0:00:00,2,3,March,1,2016,9,Wednesday,0
428,2016-03-03 0:00:00,3,3,March,1,2016,9,Thursday,0
429,2016-03-04 0:00:00,4,3,March,1,2016,9,Friday,0
430,2016-03-05 0:00:00,5,3,March,1,2016,9,Saturday,1
431,2016-03-06 0:00:00,6,3,March,1,2016,9,Sunday,1
432,2016-03-07 0:00:00,7,3,March,1,2016,10,Monday,0
433,2016-03-08 0:00:00,8,3,March,1,2016,10,Tuesday,0
434,2016-03-09 0:00:00,9,3,March,1,2016,10,Wednesday,0
435,2016-03-10 0:00:00,10,3,March,1,2016,10,Thursday,0
436,2016-03-11 0:00:00,11,3,March,1,2016,10,Friday,0
437,2016-03-12 0:00:00,12,3,March,1,2016,10,Saturday,1
438,2016-03-13 0:00:00,13,3,March,1,2016,10,Sunday,1
439,2016-03-14 0:00:00,14,3,March,1,2016,11,Monday,0
440,2016-03-15 0:00:00,15,3,March,1,2016,11,Tuesday,0
441,2016-03-16 0:00:00,16,3,March,1,2016,11,Wednesday,0
442,2016-03-17 0:00:00,17,3,March,1,2016,11,Thursday,0
443,2016-03-18 0:00:00,18,3,March,1,2016,11,Friday,0
444,2016-03-19 0:00:00,19,3,March,1,2016,11,Saturday,1
445,2016-03-20 0:00:00,20,3,March,1,2016,11,Sunday,1
446,2016-03-21 0:00:00,21,3,March,1,2016,12,Monday,0
447,2016-03-22 0:00:00,22,3,March,1,2016,12,Tuesday,0
448,2016-03-23 0:00:00,23,3,March,1,2016,12,Wednesday,0
449,2016-03-24 0:00:00,24,3,March,1,2016,12,Thursday,0
450,2016-03-25 0:00:00,25,3,March,1,2016,12,Friday,0
451,2016-03-26 0:00:00,26,3,March,1,2016,12,Saturday,1
452,2016-03-27 0:00:00,27,3,March,1,2016,12,Sunday,1
453,2016-03-28 0:00:00,28,3,March,1,2016,13,Monday,0
454,2016-03-29 0:00:00,29,3,March,1,2016,13,Tuesday,0
455,2016-03-30 0:00:00,30,3,March,1,2016,13,Wednesday,0
456,2016-03-31 0:00:00,31,3,March,1,2016,13,Thursday,0
457,2016-04-01 0:00:00,1,4,April,2,2016,13,Friday,0
458,2016-04-02 0:00:00,2,4,April,2,2016,13,Saturday,1
459,2016-04-03 0:00:00,3,4,April,2,2016,13,Sunday,1
460,2016-04-04 0:00:00,4,4,April,2,2016,14,Monday,0
461,2016-04-05 0:00:00,5,4,April,2,2016,14,Tuesday,0
462,2016-04-06 0:00:00,6,4,April,2,2016,14,Wednesday,0
463,2016-04-07 0:00:00,7,4,April,2,2016,14,Thursday,0
464,2016-04-08 0:00:00,8,4,April,2,2016,14,Friday,0
465,2016-04-09 0:00:00,9,4,April,2,2016,14,Saturday,1
466,2016-04-10 0:00:00,10,4,April,2,2016,14,Sunday,1
467,2016-04-11 0:00:00,11,4,April,2,2016,15,Monday,0
468,2016-04-12 0:00:00,12,4,April,2,2016,15,Tuesday,0
469,2016-04-13 0:00:00,13,4,April,2,2016,15,Wednesday,0
470,2016-04-14 0:00:00,14,4,April,2,2016,15,Thursday,0
471,2016-04-15 0:00:00,15,4,April,2,2016,15,Friday,0
472,2016-04-16 0:00:00,16,4,April,2,2016,15,Saturday,1
473,2016-04-17 0:00:00,17,4,April,2,2016,15,Sunday,1
474,2016-04-18 0:00:00,18,4,April,2,2016,16,Monday,0
475,2016-04-19 0:00:00,19,4,April,2,2016,16,Tuesday,0
476,2016-04-20 0:00:00,20,4,April,2,2016,16,Wednesday,0
477,2016-04-21 0:00:00,21,4,April,2,2016,16,Thursday,0
478,2016-04-22 0:00:00,22,4,April,2,2016,16,Friday,0
479,2016-04-23 0:00:00,23,4,April,2,2016,16,Saturday,1
480,2016-04-24 0:00:00,24,4,April,2,2016,16,Sunday,1
481,2016-04-25 0:00:00,25,4,April,2,2016,17,Monday,0
482,2016-04-26 0:00:00,26,4,April,2,2016,17,Tuesday,0
483,2016-04-27 0:00:00,27,4,April,2,2016,17,Wednesday,0
484,2016-04-28 0:00:00,28,4,April,2,2016,17,Thursday,0
485,2016-04-29 0:00:00,29,4,April,2,2016,17,Friday,0
486,2016-04-30 0:00:00,30,4,April,2,2016,17,Saturday,1
487,2016-05-01 0:00:00,1,5,May,2,2016,17,Sunday,1
488,2016-05-02 0:00:00,2,5,May,2,2016,18,Monday,0
489,2016-05-03 0:00:00,3,5,May,2,2016,18,Tuesday,0
490,2016-05-04 0:00:00,4,5,May,2,2016,18,Wednesday,0
491,2016-05-05 0:00:00,5,5,May,2,2016,18,Thursday,0
492,2016-05-06 0:00:00,6,5,May,2,2016,18,Friday,0
493,2016-05-07 0:00:00,7,5,May,2,2016,18,Saturday,1
494,2016-05-08 0:00:00,8,5,May,2,2016,18,Sunday,1
495,2016-05-09 0:00:00,9,5,May,2,2016,19,Monday,0
496,2016-05-10 0:00:00,10,5,May,2,2016,19,Tuesday,0
497,2016-05-11 0:00:00,11,5,May,2,2016,19,Wednesday,0
498,2016-05-12 0:00:00,12,5,May,2,2016,19,Thursday,0
499,2016-05-13 0:00:00,13,5,May,2,2016,19,Friday,0
500,2016-05-14 0:00:00,14,5,May,2,2016,19,Saturday,1
501,2016-05-15 0:00:00,15,5,May,2,2016,19,Sunday,1
502,2016-05-16 0:00:00,16,5,May,2,2016,20,Monday,0
503,2016-05-17 0:00:00,17,5,May,2,2016,20,Tuesday,0
504,2016-05-18 0:00:00,18,5,May,2,2016,20,Wednesday,0
505,2016-05-19 0:00:00,19,5,May,2,2016,20,Thursday,0
506,2016-05-20 0:00:00,20,5,May,2,2016,20,Friday,0
507,2016-05-21 0:00:00,21,5,May,2,2016,20,Saturday,1
508,2016-05-22 0:00:00,22,5,May,2,2016,20,Sunday,1
509,2016-05-23 0:00:00,23,5,May,2,2016,21,Monday,0
510,2016-05-24 0:00:00,24,5,May,2,2016,21,Tuesday,0
511,2016-05-25 0:00:00,25,5,May,2,2016,21,Wednesday,0
512,2016-05-26 0:00:00,26,5,May,2,2016,21,Thursday,0
513,2016-05-27 0:00:00,27,5,May,2,2016,21,Friday,0
514,2016-05-28 0:00:00,28,5,May,2,2016,21,Saturday,1
515,2016-05-29 0:00:00,29,5,May,2,2016,21,Sunday,1
516,2016-05-30 0:00:00,30,5,May,2,2016,22,Monday,0
517,2016-05-31 0:00:00,31,5,May,2,2016,22,Tuesday,0
518,2016-06-01 0:00:00,1,6,June,2,2016,22,Wednesday,0
519,2016-06-02 0:00:00,2,6,June,2,2016,22,Thursday,0
520,2016-06-03 0:00:00,3,6,June,2,2016,22,Friday,0
521,2016-06-04 0:00:00,4,6,June,2,2016,22,Saturday,1
522,2016-06-05 0:00:00,5,6,June,2,2016,22,Sunday,1
523,2016-06-06 0:00:00,6,6,June,2,2016,23,Monday,0
524,2016-06-07 0:00:00,7,6,June,2,2016,23,Tuesday,0
525,2016-06-08 0:00:00,8,6,June,2,2016,23,Wednesday,0
526,2016-06-09 0:00:00,9,6,June,2,2016,23,Thursday,0
527,2016-06-10 0:00:00,10,6,June,2,2016,23,Friday,0
528,2016-06-11 0:00:00,11,6,June,2,2016,23,Saturday,1
529,2016-06-12 0:00:00,12,6,June,2,2016,23,Sunday,1
530,2016-06-13 0:00:00,13,6,June,2,2016,24,Monday,0
531,2016-06-14 0:00:00,14,6,June,2,2016,24,Tuesday,0
532,2016-06-15 0:00:00,15,6,June,2,2016,24,Wednesday,0
533,2016-06-16 0:00:00,16,6,June,2,2016,24,Thursday,0
534,2016-06-17 0:00:00,17,6,June,2,2016,24,Friday,0
535,2016-06-18 0:00:00,18,6,June,2,2016,24,Saturday,1
536,2016-06-19 0:00:00,19,6,June,2,2016,24,Sunday,1
537,2016-06-20 0:00:00,20,6,June,2,2016,25,Monday,0
538,2016-06-21 0:00:00,21,6,June,2,2016,25,Tuesday,0
539,2016-06-22 0:00:00,22,6,June,2,2016,25,Wednesday,0
540,2016-06-23 0:00:00,23,6,June,2,2016,25,Thursday,0
541,2016-06-24 0:00:00,24,6,June,2,2016,25,Friday,0
542,2016-06-25 0:00:00,25,6,June,2,2016,25,Saturday,1
543,2016-06-26 0:00:00,26,6,June,2,2016,25,Sunday,1
544,2016-06-27 0:00:00,27,6,June,2,2016,26,Monday,0
545,2016-06-28 0:00:00,28,6,June,2,2016,26,Tuesday,0
546,2016-06-29 0:00:00,29,6,June,2,2016,26,Wednesday,0
547,2016-06-30 0:00:00,30,6,June,2,2016,26,Thursday,0
548,2016-07-01 0:00:00,1,7,July,3,2016,26,Friday,0
549,2016-07-02 0:00:00,2,7,July,3,2016,26,Saturday,1
550,2016-07-03 0:00:00,3,7,July,3,2016,26,Sunday,1
551,2016-07-04 0:00:00,4,7,July,3,2016,27,Monday,0
552,2016-07-05 0:00:00,5,7,July,3,2016,27,Tuesday,0
553,2016-07-06 0:00:00,6,7,July,3,2016,27,Wednesday,0
554,2016-07-07 0:00:00,7,7,July,3,2016,27,Thursday,0
555,2016-07-08 0:00:00,8,7,July,3,2016,27,Friday,0
556,2016-07-09 0:00:00,9,7,July,3,2016,27,Saturday,1
557,2016-07-10 0:00:00,10,7,July,3,2016,27,Sunday,1
558,2016-07-11 0:00:00,11,7,July,3,2016,28,Monday,0
559,2016-07-12 0:00:00,12,7,July,3,2016,28,Tuesday,0
560,2016-07-13 0:00:00,13,7,July,3,2016,28,Wednesday,0
561,2016-07-14 0:00:00,14,7,July,3,2016,28,Thursday,0
562,2016-07-15 0:00:00,15,7,July,3,2016,28,Friday,0
563,2016-07-16 0:00:00,16,7,July,3,2016,28,Saturday,1
564,2016-07-17 0:00:00,17,7,July,3,2016,28,Sunday,1
565,2016-07-18 0:00:00,18,7,July,3,2016,29,Monday,0
566,2016-07-19 0:00:00,19,7,July,3,2016,29,Tuesday,0
567,2016-07-20 0:00:00,20,7,July,3,2016,29,Wednesday,0
568,2016-07-21 0:00:00,21,7,July,3,2016,29,Thursday,0
569,2016-07-22 0:00:00,22,7,July,3,2016,29,Friday,0
570,2016-07-23 0:00:00,23,7,July,3,2016,29,Saturday,1
571,2016-07-24 0:00:00,24,7,July,3,2016,29,Sunday,1
572,2016-07-25 0:00:00,25,7,July,3,2016,30,Monday,0
573,2016-07-26 0:00:00,26,7,July,3,2016,30,Tuesday,0
574,2016-07-27 0:00:00,27,7,July,3,2016,30,Wednesday,0
575,2016-07-28 0:00:00,28,7,July,3,2016,30,Thursday,0
576,2016-07-29 0:00:00,29,7,July,3,2016,30,Friday,0
577,2016-07-30 0:00:00,30,7,July,3,2016,30,Saturday,1
578,2016-07-31 0:00:00,31,7,July,3,2016,30,Sunday,1
579,2016-08-01 0:00:00,1,8,August,3,2016,31,Monday,0
580,2016-08-02 0:00:00,2,8,August,3,2016,31,Tuesday,0
581,2016-08-03 0:00:00,3,8,August,3,2016,31,Wednesday,0
582,2016-08-04 0:00:00,4,8,August,3,2016,31,Thursday,0
583,2016-08-05 0:00:00,5,8,August,3,2016,31,Friday,0
584,2016-08-06 0:00:00,6,8,August,3,2016,31,Saturday,1
585,2016-08-07 0:00:00,7,8,August,3,2016,31,Sunday,1
586,2016-08-08 0:00:00,8,8,August,3,2016,32,Monday,0
587,2016-08-09 0:00:00,9,8,August,3,2016,32,Tuesday,0
588,2016-08-10 0:00:00,10,8,August,3,2016,32,Wednesday,0
589,2016-08-11 0:00:00,11,8,August,3,2016,32,Thursday,0
590,2016-08-12 0:00:00,12,8,August,3,2016,32,Friday,0
591,2016-08-13 0:00:00,13,8,August,3,2016,32,Saturday,1
592,2016-08-14 0:00:00,14,8,August,3,2016,32,Sunday,1
593,2016-08-15 0:00:00,15,8,August,3,2016,33,Monday,0
594,2016-08-16 0:00:00,16,8,August,3,2016,33,Tuesday,0
595,2016-08-17 0:00:00,17,8,August,3,2016,33,Wednesday,0
596,2016-08-18 0:00:00,18,8,August,3,2016,33,Thursday,0
597,2016-08-19 0:00:00,19,8,August,3,2016,33,Friday,0
598,2016-08-20 0:00:00,20,8,August,3,2016,33,Saturday,1
599,2016-08-21 0:00:00,21,8,August,3,2016,33,Sunday,1
600,2016-08-22 0:00:00,22,8,August,3,2016,34,Monday,0
601,2016-08-23 0:00:00,23,8,August,3,2016,34,Tuesday,0
602,2016-08-24 0:00:00,24,8,August,3,2016,34,Wednesday,0
603,2016-08-25 0:00:00,25,8,August,3,2016,34,Thursday,0
604,2016-08-26 0:00:00,26,8,August,3,2016,34,Friday,0
605,2016-08-27 0:00:00,27,8,August,3,2016,34,Saturday,1
606,2016-08-28 0:00:00,28,8,August,3,2016,34,Sunday,1
607,2016-08-29 0:00:00,29,8,August,3,2016,35,Monday,0
608,2016-08-30 0:00:00,30,8,August,3,2016,35,Tuesday,0
609,2016-08-31 0:00:00,31,8,August,3,2016,35,Wednesday,0
610,2016-09-01 0:00:00,1,9,September,3,2016,35,Thursday,0
611,2016-09-02 0:00:00,2,9,September,3,2016,35,Friday,0
612,2016-09-03 0:00:00,3,9,September,3,2016,35,Saturday,1
613,2016-09-04 0:00:00,4,9,September,3,2016,35,Sunday,1
614,2016-09-05 0:00:00,5,9,September,3,2016,36,Monday,0
615,2016-09-06 0:00:00,6,9,September,3,2016,36,Tuesday,0
616,2016-09-07 0:00:00,7,9,September,3,2016,36,Wednesday,0
617,2016-09-08 0:00:00,8,9,September,3,2016,36,Thursday,0
618,2016-09-09 0:00:00,9,9,September,3,2016,36,Friday,0
619,2016-09-10 0:00:00,10,9,September,3,2016,36,Saturday,1
620,2016-09-11 0:00:00,11,9,September,3,2016,36,Sunday,1
621,2016-09-12 0:00:00,12,9,September,3,2016,37,Monday,0
622,2016-09-13 0:00:00,13,9,September,3,2016,37,Tuesday,0
623,2016-09-14 0:00:00,14,9,September,3,2016,37,Wednesday,0
624,2016-09-15 0:00:00,15,9,September,3,2016,37,Thursday,0
625,2016-09-16 0:00:00,16,9,September,3,2016,37,Friday,0
626,2016-09-17 0:00:00,17,9,September,3,2016,37,Saturday,1
627,2016-09-18 0:00:00,18,9,September,3,2016,37,Sunday,1
628,2016-09-19 0:00:00,19,9,September,3,2016,38,Monday,0
629,2016-09-20 0:00:00,20,9,September,3,2016,38,Tuesday,0
630,2016-09-21 0:00:00,21,9,September,3,2016,38,Wednesday,0
631,2016-09-22 0:00:00,22,9,September,3,2016,38,Thursday,0
632,2016-09-23 0:00:00,23,9,September,3,2016,38,Friday,0
633,2016-09-24 0:00:00,24,9,September,3,2016,38,Saturday,1
634,2016-09-25 0:00:00,25,9,September,3,2016,38,Sunday,1
635,2016-09-26 0:00:00,26,9,September,3,2016,39,Monday,0
636,2016-09-27 0:00:00,27,9,September,3,2016,39,Tuesday,0
637,2016-09-28 0:00:00,28,9,September,3,2016,39,Wednesday,0
638,2016-09-29 0:00:00,29,9,September,3,2016,39,Thursday,0
639,2016-09-30 0:00:00,30,9,September,3,2016,39,Friday,0
640,2016-10-01 0:00:00,1,10,October,4,2016,39,Saturday,1
641,2016-10-02 0:00:00,2,10,October,4,2016,39,Sunday,1
642,2016-10-03 0:00:00,3,10,October,4,2016,40,Monday,0
643,2016-10-04 0:00:00,4,10,October,4,2016,40,Tuesday,0
644,2016-10-05 0:00:00,5,10,October,4,2016,40,Wednesday,0
645,2016-10-06 0:00:00,6,10,October,4,2016,40,Thursday,0
646,2016-10-07 0:00:00,7,10,October,4,2016,40,Friday,0
647,2016-10-08 0:00:00,8,10,October,4,2016,40,Saturday,1
648,2016-10-09 0:00:00,9,10,October,4,2016,40,Sunday,1
649,2016-10-10 0:00:00,10,10,October,4,2016,41,Monday,0
650,2016-10-11 0:00:00,11,10,October,4,2016,41,Tuesday,0
651,2016-10-12 0:00:00,12,10,October,4,2016,41,Wednesday,0
652,2016-10-13 0:00:00,13,10,October,4,2016,41,Thursday,0
653,2016-10-14 0:00:00,14,10,October,4,2016,41,Friday,0
654,2016-10-15 0:00:00,15,10,October,4,2016,41,Saturday,1
655,2016-10-16 0:00:00,16,10,October,4,2016,41,Sunday,1
656,2016-10-17 0:00:00,17,10,October,4,2016,42,Monday,0
657,2016-10-18 0:00:00,18,10,October,4,2016,42,Tuesday,0
658,2016-10-19 0:00:00,19,10,October,4,2016,42,Wednesday,0
659,2016-10-20 0:00:00,20,10,October,4,2016,42,Thursday,0
660,2016-10-21 0:00:00,21,10,October,4,2016,42,Friday,0
661,2016-10-22 0:00:00,22,10,October,4,2016,42,Saturday,1
662,2016-10-23 0:00:00,23,10,October,4,2016,42,Sunday,1
663,2016-10-24 0:00:00,24,10,October,4,2016,43,Monday,0
664,2016-10-25 0:00:00,25,10,October,4,2016,43,Tuesday,0
665,2016-10-26 0:00:00,26,10,October,4,2016,43,Wednesday,0
666,2016-10-27 0:00:00,27,10,October,4,2016,43,Thursday,0
667,2016-10-28 0:00:00,28,10,October,4,2016,43,Friday,0
668,2016-10-29 0:00:00,29,10,October,4,2016,43,Saturday,1
669,2016-10-30 0:00:00,30,10,October,4,2016,43,Sunday,1
670,2016-10-31 0:00:00,31,10,October,4,2016,44,Monday,0
671,2016-11-01 0:00:00,1,11,November,4,2016,44,Tuesday,0
672,2016-11-02 0:00:00,2,11,November,4,2016,44,Wednesday,0
673,2016-11-03 0:00:00,3,11,November,4,2016,44,Thursday,0
674,2016-11-04 0:00:00,4,11,November,4,2016,44,Friday,0
675,2016-11-05 0:00:00,5,11,November,4,2016,44,Saturday,1
676,2016-11-06 0:00:00,6,11,November,4,2016,44,Sunday,1
677,2016-11-07 0:00:00,7,11,November,4,2016,45,Monday,0
678,2016-11-08 0:00:00,8,11,November,4,2016,45,Tuesday,0
679,2016-11-09 0:00:00,9,11,November,4,2016,45,Wednesday,0
680,2016-11-10 0:00:00,10,11,November,4,2016,45,Thursday,0
681,2016-11-11 0:00:00,11,11,November,4,2016,45,Friday,0
682,2016-11-12 0:00:00,12,11,November,4,2016,45,Saturday,1
683,2016-11-13 0:00:00,13,11,November,4,2016,45,Sunday,1
684,2016-11-14 0:00:00,14,11,November,4,2016,46,Monday,0
685,2016-11-15 0:00:00,15,11,November,4,2016,46,Tuesday,0
686,2016-11-16 0:00:00,16,11,November,4,2016,46,Wednesday,0
687,2016-11-17 0:00:00,17,11,November,4,2016,46,Thursday,0
688,2016-11-18 0:00:00,18,11,November,4,2016,46,Friday,0
689,2016-11-19 0:00:00,19,11,November,4,2016,46,Saturday,1
690,2016-11-20 0:00:00,20,11,November,4,2016,46,Sunday,1
691,2016-11-21 0:00:00,21,11,November,4,2016,47,Monday,0
692,2016-11-22 0:00:00,22,11,November,4,2016,47,Tuesday,0
693,2016-11-23 0:00:00,23,11,November,4,2016,47,Wednesday,0
694,2016-11-24 0:00:00,24,11,November,4,2016,47,Thursday,0
695,2016-11-25 0:00:00,25,11,November,4,2016,47,Friday,0
696,2016-11-26 0:00:00,26,11,November,4,2016,47,Saturday,1
697,2016-11-27 0:00:00,27,11,November,4,2016,47,Sunday,1
698,2016-11-28 0:00:00,28,11,November,4,2016,48,Monday,0
699,2016-11-29 0:00:00,29,11,November,4,2016,48,Tuesday,0
700,2016-11-30 0:00:00,30,11,November,4,2016,48,Wednesday,0
701,2016-12-01 0:00:00,1,12,December,4,2016,48,Thursday,0
702,2016-12-02 0:00:00,2,12,December,4,2016,48,Friday,0
703,2016-12-03 0:00:00,3,12,December,4,2016,48,Saturday,1
704,2016-12-04 0:00:00,4,12,December,4,2016,48,Sunday,1
705,2016-12-05 0:00:00,5,12,December,4,2016,49,Monday,0
706,2016-12-06 0:00:00,6,12,December,4,2016,49,Tuesday,0
707,2016-12-07 0:00:00,7,12,December,4,2016,49,Wednesday,0
708,2016-12-08 0:00:00,8,12,December,4,2016,49,Thursday,0
709,2016-12-09 0:00:00,9,12,December,4,2016,49,Friday,0
710,2016-12-10 0:00:00,10,12,December,4,2016,49,Saturday,1
711,2016-12-11 0:00:00,11,12,December,4,2016,49,Sunday,1
712,2016-12-12 0:00:00,12,12,December,4,2016,50,Monday,0
713,2016-12-13 0:00:00,13,12,December,4,2016,50,Tuesday,0
714,2016-12-14 0:00:00,14,12,December,4,2016,50,Wednesday,0
715,2016-12-15 0:00:00,15,12,December,4,2016,50,Thursday,0
716,2016-12-16 0:00:00,16,12,December,4,2016,50,Friday,0
717,2016-12-17 0:00:00,17,12,December,4,2016,50,Saturday,1
718,2016-12-18 0:00:00,18,12,December,4,2016,50,Sunday,1
719,2016-12-19 0:00:00,19,12,December,4,2016,51,Monday,0
720,2016-12-20 0:00:00,20,12,December,4,2016,51,Tuesday,0
721,2016-12-21 0:00:00,21,12,December,4,2016,51,Wednesday,0
722,2016-12-22 0:00:00,22,12,December,4,2016,51,Thursday,0
723,2016-12-23 0:00:00,23,12,December,4,2016,51,Friday,0
724,2016-12-24 0:00:00,24,12,December,4,2016,51,Saturday,1
725,2016-12-25 0:00:00,25,12,December,4,2016,51,Sunday,1
726,2016-12-26 0:00:00,26,12,December,4,2016,52,Monday,0
727,2016-12-27 0:00:00,27,12,December,4,2016,52,Tuesday,0
728,2016-12-28 0:00:00,28,12,December,4,2016,52,Wednesday,0
729,2016-12-29 0:00:00,29,12,December,4,2016,52,Thursday,0
730,2016-12-30 0:00:00,30,12,December,4,2016,52,Friday,0
731,2016-12-31 0:00:00,31,12,December,4,2016,52,Saturday,1
732,2017-01-01 0:00:00,1,1,January,1,2017,52,Sunday,1
733,2017-01-02 0:00:00,2,1,January,1,2017,1,Monday,0
734,2017-01-03 0:00:00,3,1,January,1,2017,1,Tuesday,0
735,2017-01-04 0:00:00,4,1,January,1,2017,1,Wednesday,0
736,2017-01-05 0:00:00,5,1,January,1,2017,1,Thursday,0
737,2017-01-06 0:00:00,6,1,January,1,2017,1,Friday,0
738,2017-01-07 0:00:00,7,1,January,1,2017,1,Saturday,1
739,2017-01-08 0:00:00,8,1,January,1,2017,1,Sunday,1
740,2017-01-09 0:00:00,9,1,January,1,2017,2,Monday,0
741,2017-01-10 0:00:00,10,1,January,1,2017,2,Tuesday,0
742,2017-01-11 0:00:00,11,1,January,1,2017,2,Wednesday,0
743,2017-01-12 0:00:00,12,1,January,1,2017,2,Thursday,0
744,2017-01-13 0:00:00,13,1,January,1,2017,2,Friday,0
745,2017-01-14 0:00:00,14,1,January,1,2017,2,Saturday,1
746,2017-01-15 0:00:00,15,1,January,1,2017,2,Sunday,1
747,2017-01-16 0:00:00,16,1,January,1,2017,3,Monday,0
748,2017-01-17 0:00:00,17,1,January,1,2017,3,Tuesday,0
749,2017-01-18 0:00:00,18,1,January,1,2017,3,Wednesday,0
750,2017-01-19 0:00:00,19,1,January,1,2017,3,Thursday,0
751,2017-01-20 0:00:00,20,1,January,1,2017,3,Friday,0
752,2017-01-21 0:00:00,21,1,January,1,2017,3,Saturday,1
753,2017-01-22 0:00:00,22,1,January,1,2017,3,Sunday,1
754,2017-01-23 0:00:00,23,1,January,1,2017,4,Monday,0
755,2017-01-24 0:00:00,24,1,January,1,2017,4,Tuesday,0
756,2017-01-25 0:00:00,25,1,January,1,2017,4,Wednesday,0
757,2017-01-26 0:00:00,26,1,January,1,2017,4,Thursday,0
758,2017-01-27 0:00:00,27,1,January,1,2017,4,Friday,0
759,2017-01-28 0:00:00,28,1,January,1,2017,4,Saturday,1
760,2017-01-29 0:00:00,29,1,January,1,2017,4,Sunday,1
761,2017-01-30 0:00:00,30,1,January,1,2017,5,Monday,0
762,2017-01-31 0:00:00,31,1,January,1,2017,5,Tuesday,0
763,2017-02-01 0:00:00,1,2,February,1,2017,5,Wednesday,0
764,2017-02-02 0:00:00,2,2,February,1,2017,5,Thursday,0
765,2017-02-03 0:00:00,3,2,February,1,2017,5,Friday,0
766,2017-02-04 0:00:00,4,2,February,1,2017,5,Saturday,1
767,2017-02-05 0:00:00,5,2,February,1,2017,5,Sunday,1
768,2017-02-06 0:00:00,6,2,February,1,2017,6,Monday,0
769,2017-02-07 0:00:00,7,2,February,1,2017,6,Tuesday,0
770,2017-02-08 0:00:00,8,2,February,1,2017,6,Wednesday,0
771,2017-02-09 0:00:00,9,2,February,1,2017,6,Thursday,0
772,2017-02-10 0:00:00,10,2,February,1,2017,6,Friday,0
773,2017-02-11 0:00:00,11,2,February,1,2017,6,Saturday,1
774,2017-02-12 0:00:00,12,2,February,1,2017,6,Sunday,1
775,2017-02-13 0:00:00,13,2,February,1,2017,7,Monday,0
776,2017-02-14 0:00:00,14,2,February,1,2017,7,Tuesday,0
777,2017-02-15 0:00:00,15,2,February,1,2017,7,Wednesday,0
778,2017-02-16 0:00:00,16,2,February,1,2017,7,Thursday,0
779,2017-02-17 0:00:00,17,2,February,1,2017,7,Friday,0
780,2017-02-18 0:00:00,18,2,February,1,2017,7,Saturday,1
781,2017-02-19 0:00:00,19,2,February,1,2017,7,Sunday,1
782,2017-02-20 0:00:00,20,2,February,1,2017,8,Monday,0
783,2017-02-21 0:00:00,21,2,February,1,2017,8,Tuesday,0
784,2017-02-22 0:00:00,22,2,February,1,2017,8,Wednesday,0
785,2017-02-23 0:00:00,23,2,February,1,2017,8,Thursday,0
786,2017-02-24 0:00:00,24,2,February,1,2017,8,Friday,0
787,2017-02-25 0:00:00,25,2,February,1,2017,8,Saturday,1
788,2017-02-26 0:00:00,26,2,February,1,2017,8,Sunday,1
789,2017-02-27 0:00:00,27,2,February,1,2017,9,Monday,0
790,2017-02-28 0:00:00,28,2,February,1,2017,9,Tuesday,0
791,2017-03-01 0:00:00,1,3,March,1,2017,9,Wednesday,0
